Tweet_ID,Date_Time,Username,Tweet_Text,Likes,Retweets,Replies,Quotes,Views,URL
1898018422559998333,Fri Mar 07 14:30:30 +0000 2025,RealEdwin_88,Mombasa county leads in the number of TukTuk per population with 200000 Tuktuks in the county and Kitengela comes a distant second with 70000 Tuktuks - Ministry of Transport,9,0,3,2,373,https://x.com/RealEdwin_88/status/1898018422559998333
1910902436371243361,Sat Apr 12 03:46:58 +0000 2025,NiYesuTuu,@moneyacademyKE France wanted to pay all contractors/suppliers directly and manage the budget but Ministry of Transport/KENHA wanted all money sent to them to handle. Just like the Japanese insisted with Ngong Road dual carriageway. The Chinese are corrupt and don't care. #RutoMustGo #Mwizi,0,0,0,0,48,https://x.com/NiYesuTuu/status/1910902436371243361
2064205683134767213,Tue Jun 09 04:39:20 +0000 2026,thekenyatimes,"Ministry of Transport has announced exciting jobs with a monthly salary of up to Ksh 103,440
https://t.co/m4QeAa6wWS",1,0,0,0,203,https://x.com/thekenyatimes/status/2064205683134767213
2065050585058218366,Thu Jun 11 12:36:40 +0000 2026,timexx47,"@Samtab_ There is nothing about hope. It's was very clear on the JKIA Dar Masterplan, the tender documents and all stakeholders engagement by ministry of Transport, KAA and public participation. Both phases ongoing same time. That is why it's cost is also above $2B.",1,1,1,0,290,https://x.com/timexx47/status/2065050585058218366
2062531100887380121,Thu Jun 04 13:45:09 +0000 2026,MunyokiFredrick,"@anj_116_ @matatuindustry @kisinga_v I miss Michuki days when we had functional govt and ministry of transport. 
Now we have a corrupt entity which can't enforce anything.",9,1,0,0,479,https://x.com/MunyokiFredrick/status/2062531100887380121
2063544844606120173,Sun Jun 07 08:53:24 +0000 2026,moffinmorpheus,"@Alfayaz11 @MuriraKinoti @KURAroads I pray that these pathetic roads take out a few KURA, KENHA and the ministry of transport big shots. It would be the perfect karma",1,0,0,0,165,https://x.com/moffinmorpheus/status/2063544844606120173
2061370912151150912,Mon Jun 01 08:54:58 +0000 2026,AngoligaJ4263,As the ministry of transport am a concerned citizens about limited road signs where important public places are ignored like schools who is responsible,0,0,0,0,2,https://x.com/AngoligaJ4263/status/2061370912151150912
2065137961876766852,Thu Jun 11 18:23:53 +0000 2026,NuwamanyaAsaph3,"@kutegyekaivan1 @dtb_uganda @BajeProducts So Boda Boda riders in Kampala have become judges? Who are they to take someone's Life because of something small 
Ministry of Transport should intervene 
@KCCAUG should limit Boda Boda riders in Kampala because they have turned out to be murderers, taking lives anyhow @PoliceUg",2,1,0,0,292,https://x.com/NuwamanyaAsaph3/status/2065137961876766852
2064295008518263235,Tue Jun 09 10:34:17 +0000 2026,brillian_tonny,@JohnMbadiN @WilliamsRuto Leave that to ministry of transport and the area mp. You tell us how you to plan to lower the tax burden and the income brought back by Ruto after his international tours.,0,0,0,0,131,https://x.com/brillian_tonny/status/2064295008518263235
2063694511646126293,Sun Jun 07 18:48:07 +0000 2026,morangiz,"@zablonorina1 @InteriorKE @kipmurkomen and Ministry of Transport @davis_chirchir, your silence is deafening. Please act!",1,0,0,0,56,https://x.com/morangiz/status/2063694511646126293
2064267865499259258,Tue Jun 09 08:46:26 +0000 2026,MugureNjehia,"@sam_laga7 That's the sole job of the National government under ministry of transport. Kwa mambo ya CDF which is the Mps budget, Saboti ranks no 1 in bursary allocation.",0,0,1,0,18,https://x.com/MugureNjehia/status/2064267865499259258
1898343804668702881,Sat Mar 08 12:03:27 +0000 2025,konzatech,"Konza Technopolis stands as a beacon of innovation, showcasing Kenya's commitment to digital transformation and smart infrastructure.

On March 7th, the CITAM Thika Road Youth had the opportunity to explore this environment, engaging industry experts in an interactive Q&A session.

 This experience deepened their understanding of STEM, business, and the creative arts, fueling their aspirations and providing new ideas to help shape a brighter future #SiliconSavannah",0,0,0,0,1108,https://x.com/konzatech/status/1898343804668702881
1899930369475985660,Wed Mar 12 21:07:53 +0000 2025,theHubTVke,"This man, allegedly called Gilbert, lost his life on his way home after he was thrown off a moving Super Metro bus by the tout along Thika Road. 

It's alleged the reason for the hinious act by the makanga, was that he was short of Ksh30 on fare. https://t.co/ZOjcNGdpqe",1,0,0,0,127,https://x.com/theHubTVke/status/1899930369475985660
1903018345873481739,Fri Mar 21 09:38:24 +0000 2025,kilowatts_NBO,"Subaru Legacy
2500cc 
YOM 2012
Powered seats
Heavy Music System 
Dark Interior 
New Tyres

Price Kes 1,000,000
📌 Thika Road 
📞 0731 297 437 https://t.co/MulVl8ZmMk",0,1,0,1,189,https://x.com/kilowatts_NBO/status/1903018345873481739
1902614574735471012,Thu Mar 20 06:53:58 +0000 2025,SirKenneth_,"#WRCSafariRally2025 Deal 🔥
Mitsubishi Challenger
3.0i Petrol V6 Engine
Automatic
2/4 WD
Leather Interior
Price : Ksh. 380,000/-  

Enquiries : ☎️0724345550 - SirKenneth

 #SafariRallyKenya #MainaAndKingangi Thika Road Wamunyoro #FreeMumbiSeraki Kairo El Chapo Rigathi Gachagua https://t.co/QwlZXV8JP2",2,0,0,0,1110,https://x.com/SirKenneth_/status/1902614574735471012
1905005888777117758,Wed Mar 26 21:16:11 +0000 2025,CNairobian1_,"@Havirinah kwa upesi naandika mistari
Nisije kapitwa na wakati
Ingawa sinanga hata gari
Nitakubeba kwa langu baiskeli
Furaha tupate kawa mahamri
Vibanzi manyama na kachumbari 
Kwa mama Tukalipe mahari
Na Honeymoon twende kwa bahari
Ju mimi nayo nakuenzi
(njoo Thika road dia)",0,0,1,0,75,https://x.com/CNairobian1_/status/1905005888777117758
1901278691793014811,Sun Mar 16 14:25:38 +0000 2025,karuri018,"@C_NyaKundiH Wakikuyu tunangoja huyu mjango adedi , which is obviously before 2027. Sherehe tutaanza Archives tuende Thika road, tupitie Ruiru, tukunywe maji Kenol tumalizie wamunyoro. Itungati aren't remorseful https://t.co/ocmzOiukIT",0,0,0,0,63,https://x.com/karuri018/status/1901278691793014811
1899497299690082538,Tue Mar 11 16:27:01 +0000 2025,theHubTVke,Hired rowdy goons who were cheering President Ruto in his Mathare tour steal from passengers and motorists along Thika Road after rally. https://t.co/EktfyHBZSF,1,1,0,0,498,https://x.com/theHubTVke/status/1899497299690082538
1903494759324274861,Sat Mar 22 17:11:30 +0000 2025,GPC_ThikaRoad,"""Let us walk in a manner worthy of the calling we have received, bearing with one another in love, and eagerly maintaining the unity of the Spirit in the bond of peace."" 

Join us this Lord's Day at Gpc TR as we Explore  Ephesians 4:1-6.

#Karibuni Sana😊
 #UnityInChrist https://t.co/3rNBODJCHZ",4,0,0,0,104,https://x.com/GPC_ThikaRoad/status/1903494759324274861
1896553183742419038,Mon Mar 03 13:28:09 +0000 2025,DavidKamau001,@Joe_Cooel https://t.co/cVh5IxrKxf https://t.co/kxPW5HZHjk,0,0,0,0,4,https://x.com/DavidKamau001/status/1896553183742419038
1905217446908227837,Thu Mar 27 11:16:51 +0000 2025,simira_james,"WACHABRA BNB'S Roysambu.Thika road 

Book Now 
Tel:: +254794-378-278
WhatsApp:: 0794 378278 

📌Lumumba drive, Mirema Drive
🏢Fully furnished 1 bedroom at 2500kshs  
🏢Fully Furnished 2 bedroom at 4000kshs 

📌Garden estate, Thika Road 
🏢Fully furnished 1 bedroom at 3500 kshs https://t.co/vckjixeuGR",0,0,0,0,257,https://x.com/simira_james/status/1905217446908227837
1906450095085584740,Sun Mar 30 20:54:57 +0000 2025,CNairobian1_,Back to Thika Road like we never left. https://t.co/62UEfB9Iuc,3,0,0,0,178,https://x.com/CNairobian1_/status/1906450095085584740
1899731618924724473,Wed Mar 12 07:58:07 +0000 2025,SirKenneth_,"Wednesday Winning Wheels 🏆🔥

✅ Looking to Sell your car? 

✅ To trade in for an upgrade?

✅ To Purchase a Car?

Enquiries : ☎️0724345550 - SirKenneth

BREAKING NEWS Thika Road Ndindi Nyoro Chapati Njeri #MainaAndKingangi eCitizen Kalonzo Gachagua Kasongo https://t.co/fE75O1NtnA",1,0,0,0,1864,https://x.com/SirKenneth_/status/1899731618924724473
1900800468835545361,Sat Mar 15 06:45:21 +0000 2025,Onyegeakungu,"Good morning.
 I got bookings jana and We are ready to host you again.

 Call 0715244814 or 0701386388 or 0701386388.

Thika road bado tuko na budget ya mkulima mdogo.

2500 https://t.co/IaGDFmDWR8",1,0,0,0,35,https://x.com/Onyegeakungu/status/1900800468835545361
1895836276974362746,Sat Mar 01 13:59:26 +0000 2025,CNairobian1_,"@AIRTEL_KE right now I'm in roasters, Thika Road.",0,0,0,0,59,https://x.com/CNairobian1_/status/1895836276974362746
1904478316846829928,Tue Mar 25 10:19:48 +0000 2025,RiseDigitalSoln,"Call 0741265207 for quotation. Camera moja ni 9k peke, inclusive of the camera, labour and mem card ya 128gb 

Call us today 

Thika Road Njeri Kairo Karibu Mlima #MtKenyaGovernment Luos Salasya Waititu #RobiSearchFreeMarketDay Reece James Naivas Nakuru Njeri Ruto Raila Clement https://t.co/fbiPbCaeBs",5,3,3,0,4705,https://x.com/RiseDigitalSoln/status/1904478316846829928
1927615825525018831,Wed May 28 06:40:00 +0000 2025,AndrewKarani11,"Prayer Breakfast Safari Park Hotel Thika Road - Hon. Yusuf Adan Haji,  MP Mandera West (Reading from the Koran) https://t.co/ICs14hLcpS",1,0,0,0,99,https://x.com/AndrewKarani11/status/1927615825525018831
1927626273842495983,Wed May 28 07:21:31 +0000 2025,AndrewKarani11,"Prayer Breakfast Safari Park Hotel Thika Road, US Speaker Ricky Baldwin with 4 girls and 1 boy with one daughter who is a doctor also a former NFL Player. Looking on is CS Rebecca Miano who was a speaker in CITAM Business Summit Meeting in Karen - Rise & Rebuild (Based on Nehemiah: Focus Guide Study)

Prized teacher Peter Tambachi meeting Pope Francis",0,0,0,0,441,https://x.com/AndrewKarani11/status/1927626273842495983
1923696717687316928,Sat May 17 11:06:52 +0000 2025,AndrewKarani11,"Ballistic Missiles, Shell Mombasa Rd (Kiguta/ Josiah/ Too) - MC Eric Latiff  2013 (Man Cave 5, Thika Road)

Missile, Only Child/ Bullet, Single Parent - Crowd Puller https://t.co/qHnEVXltqy",0,0,0,0,181,https://x.com/AndrewKarani11/status/1923696717687316928
1922677572845854971,Wed May 14 15:37:09 +0000 2025,AndrewKarani11,Balancing our Twin Identities - Rev. Ken Isige (PACU/ CITAM Thika Road) https://t.co/yFBkJQCl88,0,0,0,0,52,https://x.com/AndrewKarani11/status/1922677572845854971
1926653953711734914,Sun May 25 14:57:52 +0000 2025,AndrewKarani11,"The Man Cave 5 - Herencia, Thika Road (Token State Funding) https://t.co/kbCaxxKbP0",0,0,0,0,53,https://x.com/AndrewKarani11/status/1926653953711734914
1922917052483842415,Thu May 15 07:28:46 +0000 2025,AndrewKarani11,"Some of you will say a woman (Mama - Boyz II Men) but I want you (Ol' Lady/ Masa) to focus - Brian Aseli (Man Cave 5, Herencia off Thika Road near Mangu High School)

Wanjiku Mugane - Maryhill Girls School, Thika Road Alumni/ Born Again Christian https://t.co/G7DEsdfrn9",1,0,0,0,1039,https://x.com/AndrewKarani11/status/1922917052483842415
